model,min_df,ngram_range,binary,cleaning_type,accuracy,classification_report,confusion_matrix,vocabulary_size
SVM,15,Unigrama,True,Nenhuma,0.8357142857142857,"{'Non SCR': {'precision': 0.8590163934426229, 'recall': 0.9475587703435805, 'f1-score': 0.9011177987962167, 'support': 553.0}, 'SCR': {'precision': 0.6777777777777778, 'recall': 0.41496598639455784, 'f1-score': 0.5147679324894515, 'support': 147.0}, 'accuracy': 0.8357142857142857, 'macro avg': {'precision': 0.7683970856102004, 'recall': 0.6812623783690692, 'f1-score': 0.7079428656428342, 'support': 700.0}, 'weighted avg': {'precision': 0.8209562841530055, 'recall': 0.8357142857142857, 'f1-score': 0.819984326871796, 'support': 700.0}}","{0: {'No-SCR': 524, 'SCR': 86}, 1: {'No-SCR': 29, 'SCR': 61}}",281
Logistic Regression (L1),15,Unigrama,True,Nenhuma,0.8271428571428572,"{'Non SCR': {'precision': 0.8540983606557377, 'recall': 0.9421338155515371, 'f1-score': 0.8959587274290628, 'support': 553.0}, 'SCR': {'precision': 0.6444444444444445, 'recall': 0.3945578231292517, 'f1-score': 0.48945147679324896, 'support': 147.0}, 'accuracy': 0.8271428571428572, 'macro avg': {'precision': 0.7492714025500911, 'recall': 0.6683458193403944, 'f1-score': 0.6927051021111559, 'support': 700.0}, 'weighted avg': {'precision': 0.8100710382513662, 'recall': 0.8271428571428572, 'f1-score': 0.810592204795542, 'support': 700.0}}","{0: {'No-SCR': 521, 'SCR': 89}, 1: {'No-SCR': 32, 'SCR': 58}}",281
Logistic Regression (L2),15,Unigrama,True,Nenhuma,0.8257142857142857,"{'Non SCR': {'precision': 0.8538587848932676, 'recall': 0.9403254972875226, 'f1-score': 0.8950086058519794, 'support': 553.0}, 'SCR': {'precision': 0.6373626373626373, 'recall': 0.3945578231292517, 'f1-score': 0.48739495798319327, 'support': 147.0}, 'accuracy': 0.8257142857142857, 'macro avg': {'precision': 0.7456107111279524, 'recall': 0.6674416602083871, 'f1-score': 0.6912017819175863, 'support': 700.0}, 'weighted avg': {'precision': 0.8083945939118351, 'recall': 0.8257142857142857, 'f1-score': 0.8094097397995343, 'support': 700.0}}","{0: {'No-SCR': 520, 'SCR': 89}, 1: {'No-SCR': 33, 'SCR': 58}}",281
Naive Bayes,15,Unigrama,True,Parcial,0.8242857142857143,"{'Non SCR': {'precision': 0.864406779661017, 'recall': 0.9222423146473779, 'f1-score': 0.8923884514435696, 'support': 553.0}, 'SCR': {'precision': 0.6090909090909091, 'recall': 0.4557823129251701, 'f1-score': 0.5214007782101168, 'support': 147.0}, 'accuracy': 0.8242857142857143, 'macro avg': {'precision': 0.7367488443759631, 'recall': 0.689012313786274, 'f1-score': 0.7068946148268431, 'support': 700.0}, 'weighted avg': {'precision': 0.8107904468412943, 'recall': 0.8242857142857143, 'f1-score': 0.8144810400645445, 'support': 700.0}}","{0: {'No-SCR': 510, 'SCR': 80}, 1: {'No-SCR': 43, 'SCR': 67}}",281
SVM,15,Unigrama,True,Parcial,0.8357142857142857,"{'Non SCR': {'precision': 0.8590163934426229, 'recall': 0.9475587703435805, 'f1-score': 0.9011177987962167, 'support': 553.0}, 'SCR': {'precision': 0.6777777777777778, 'recall': 0.41496598639455784, 'f1-score': 0.5147679324894515, 'support': 147.0}, 'accuracy': 0.8357142857142857, 'macro avg': {'precision': 0.7683970856102004, 'recall': 0.6812623783690692, 'f1-score': 0.7079428656428342, 'support': 700.0}, 'weighted avg': {'precision': 0.8209562841530055, 'recall': 0.8357142857142857, 'f1-score': 0.819984326871796, 'support': 700.0}}","{0: {'No-SCR': 524, 'SCR': 86}, 1: {'No-SCR': 29, 'SCR': 61}}",281
Logistic Regression (L1),15,Unigrama,True,Parcial,0.8271428571428572,"{'Non SCR': {'precision': 0.8540983606557377, 'recall': 0.9421338155515371, 'f1-score': 0.8959587274290628, 'support': 553.0}, 'SCR': {'precision': 0.6444444444444445, 'recall': 0.3945578231292517, 'f1-score': 0.48945147679324896, 'support': 147.0}, 'accuracy': 0.8271428571428572, 'macro avg': {'precision': 0.7492714025500911, 'recall': 0.6683458193403944, 'f1-score': 0.6927051021111559, 'support': 700.0}, 'weighted avg': {'precision': 0.8100710382513662, 'recall': 0.8271428571428572, 'f1-score': 0.810592204795542, 'support': 700.0}}","{0: {'No-SCR': 521, 'SCR': 89}, 1: {'No-SCR': 32, 'SCR': 58}}",281
Logistic Regression (L2),15,Unigrama,True,Parcial,0.8257142857142857,"{'Non SCR': {'precision': 0.8538587848932676, 'recall': 0.9403254972875226, 'f1-score': 0.8950086058519794, 'support': 553.0}, 'SCR': {'precision': 0.6373626373626373, 'recall': 0.3945578231292517, 'f1-score': 0.48739495798319327, 'support': 147.0}, 'accuracy': 0.8257142857142857, 'macro avg': {'precision': 0.7456107111279524, 'recall': 0.6674416602083871, 'f1-score': 0.6912017819175863, 'support': 700.0}, 'weighted avg': {'precision': 0.8083945939118351, 'recall': 0.8257142857142857, 'f1-score': 0.8094097397995343, 'support': 700.0}}","{0: {'No-SCR': 520, 'SCR': 89}, 1: {'No-SCR': 33, 'SCR': 58}}",281
Naive Bayes,15,Unigrama,True,Total,0.8228571428571428,"{'Non SCR': {'precision': 0.8569051580698835, 'recall': 0.9312839059674503, 'f1-score': 0.8925476603119584, 'support': 553.0}, 'SCR': {'precision': 0.6161616161616161, 'recall': 0.41496598639455784, 'f1-score': 0.4959349593495935, 'support': 147.0}, 'accuracy': 0.8228571428571428, 'macro avg': {'precision': 0.7365333871157498, 'recall': 0.673124946181004, 'f1-score': 0.6942413098307759, 'support': 700.0}, 'weighted avg': {'precision': 0.8063490142691475, 'recall': 0.8228571428571428, 'f1-score': 0.8092589931098618, 'support': 700.0}}","{0: {'No-SCR': 515, 'SCR': 86}, 1: {'No-SCR': 38, 'SCR': 61}}",195
SVM,15,Unigrama,True,Total,0.8242857142857143,"{'Non SCR': {'precision': 0.8478964401294499, 'recall': 0.9475587703435805, 'f1-score': 0.8949615713065756, 'support': 553.0}, 'SCR': {'precision': 0.6463414634146342, 'recall': 0.36054421768707484, 'f1-score': 0.462882096069869, 'support': 147.0}, 'accuracy': 0.8242857142857143, 'macro avg': {'precision': 0.747118951772042, 'recall': 0.6540514940153277, 'f1-score': 0.6789218336882223, 'support': 700.0}, 'weighted avg': {'precision': 0.8055698950193386, 'recall': 0.8242857142857143, 'f1-score': 0.8042248815068672, 'support': 700.0}}","{0: {'No-SCR': 524, 'SCR': 94}, 1: {'No-SCR': 29, 'SCR': 53}}",195
Logistic Regression (L1),15,Unigrama,True,Total,0.8285714285714286,"{'Non SCR': {'precision': 0.8452950558213717, 'recall': 0.9584086799276673, 'f1-score': 0.8983050847457628, 'support': 553.0}, 'SCR': {'precision': 0.684931506849315, 'recall': 0.3401360544217687, 'f1-score': 0.45454545454545453, 'support': 147.0}, 'accuracy': 0.8285714285714286, 'macro avg': {'precision': 0.7651132813353434, 'recall': 0.649272367174718, 'f1-score': 0.6764252696456087, 'support': 700.0}, 'weighted avg': {'precision': 0.8116187105372399, 'recall': 0.8285714285714286, 'f1-score': 0.805115562403698, 'support': 700.0}}","{0: {'No-SCR': 530, 'SCR': 97}, 1: {'No-SCR': 23, 'SCR': 50}}",195
Logistic Regression (L2),15,Unigrama,True,Total,0.8242857142857143,"{'Non SCR': {'precision': 0.8456591639871383, 'recall': 0.9511754068716094, 'f1-score': 0.8953191489361703, 'support': 553.0}, 'SCR': {'precision': 0.6538461538461539, 'recall': 0.3469387755102041, 'f1-score': 0.4533333333333333, 'support': 147.0}, 'accuracy': 0.8242857142857143, 'macro avg': {'precision': 0.7497526589166461, 'recall': 0.6490570911909067, 'f1-score': 0.6743262411347518, 'support': 700.0}, 'weighted avg': {'precision': 0.8053784318575316, 'recall': 0.8242857142857143, 'f1-score': 0.8025021276595745, 'support': 700.0}}","{0: {'No-SCR': 526, 'SCR': 96}, 1: {'No-SCR': 27, 'SCR': 51}}",195
Naive Bayes,15,Unigrama,False,Nenhuma,0.8357142857142857,"{'Non SCR': {'precision': 0.8737201365187713, 'recall': 0.9258589511754068, 'f1-score': 0.8990342405618964, 'support': 553.0}, 'SCR': {'precision': 0.6403508771929824, 'recall': 0.4965986394557823, 'f1-score': 0.5593869731800766, 'support': 147.0}, 'accuracy': 0.8357142857142857, 'macro avg': {'precision': 0.757035506855877, 'recall': 0.7112287953155946, 'f1-score': 0.7292106068709865, 'support': 700.0}, 'weighted avg': {'precision': 0.8247125920603556, 'recall': 0.8357142857142857, 'f1-score': 0.8277083144117141, 'support': 700.0}}","{0: {'No-SCR': 512, 'SCR': 74}, 1: {'No-SCR': 41, 'SCR': 73}}",281
SVM,15,Unigrama,False,Nenhuma,0.83,"{'Non SCR': {'precision': 0.8534201954397395, 'recall': 0.9475587703435805, 'f1-score': 0.8980291345329906, 'support': 553.0}, 'SCR': {'precision': 0.6627906976744186, 'recall': 0.3877551020408163, 'f1-score': 0.4892703862660944, 'support': 147.0}, 'accuracy': 0.83, 'macro avg': {'precision': 0.758105446557079, 'recall': 0.6676569361921985, 'f1-score': 0.6936497603995425, 'support': 700.0}, 'weighted avg': {'precision': 0.813388000909022, 'recall': 0.83, 'f1-score': 0.8121897973969424, 'support': 700.0}}","{0: {'No-SCR': 524, 'SCR': 90}, 1: {'No-SCR': 29, 'SCR': 57}}",281
Logistic Regression (L1),15,Unigrama,False,Nenhuma,0.8328571428571429,"{'Non SCR': {'precision': 0.8538961038961039, 'recall': 0.9511754068716094, 'f1-score': 0.8999144568006844, 'support': 553.0}, 'SCR': {'precision': 0.6785714285714286, 'recall': 0.3877551020408163, 'f1-score': 0.4935064935064935, 'support': 147.0}, 'accuracy': 0.8328571428571429, 'macro avg': {'precision': 0.7662337662337663, 'recall': 0.6694652544562129, 'f1-score': 0.696710475153589, 'support': 700.0}, 'weighted avg': {'precision': 0.8170779220779222, 'recall': 0.8328571428571429, 'f1-score': 0.8145687845089042, 'support': 700.0}}","{0: {'No-SCR': 526, 'SCR': 90}, 1: {'No-SCR': 27, 'SCR': 57}}",281
Logistic Regression (L2),15,Unigrama,False,Nenhuma,0.83,"{'Non SCR': {'precision': 0.8557377049180328, 'recall': 0.9439421338155516, 'f1-score': 0.8976784178847808, 'support': 553.0}, 'SCR': {'precision': 0.6555555555555556, 'recall': 0.4013605442176871, 'f1-score': 0.4978902953586498, 'support': 147.0}, 'accuracy': 0.83, 'macro avg': {'precision': 0.7556466302367941, 'recall': 0.6726513390166193, 'f1-score': 0.6977843566217152, 'support': 700.0}, 'weighted avg': {'precision': 0.8136994535519125, 'recall': 0.83, 'f1-score': 0.8137229121542934, 'support': 700.0}}","{0: {'No-SCR': 522, 'SCR': 88}, 1: {'No-SCR': 31, 'SCR': 59}}",281
Naive Bayes,15,Unigrama,False,Parcial,0.8357142857142857,"{'Non SCR': {'precision': 0.8737201365187713, 'recall': 0.9258589511754068, 'f1-score': 0.8990342405618964, 'support': 553.0}, 'SCR': {'precision': 0.6403508771929824, 'recall': 0.4965986394557823, 'f1-score': 0.5593869731800766, 'support': 147.0}, 'accuracy': 0.8357142857142857, 'macro avg': {'precision': 0.757035506855877, 'recall': 0.7112287953155946, 'f1-score': 0.7292106068709865, 'support': 700.0}, 'weighted avg': {'precision': 0.8247125920603556, 'recall': 0.8357142857142857, 'f1-score': 0.8277083144117141, 'support': 700.0}}","{0: {'No-SCR': 512, 'SCR': 74}, 1: {'No-SCR': 41, 'SCR': 73}}",281
SVM,15,Unigrama,False,Parcial,0.83,"{'Non SCR': {'precision': 0.8534201954397395, 'recall': 0.9475587703435805, 'f1-score': 0.8980291345329906, 'support': 553.0}, 'SCR': {'precision': 0.6627906976744186, 'recall': 0.3877551020408163, 'f1-score': 0.4892703862660944, 'support': 147.0}, 'accuracy': 0.83, 'macro avg': {'precision': 0.758105446557079, 'recall': 0.6676569361921985, 'f1-score': 0.6936497603995425, 'support': 700.0}, 'weighted avg': {'precision': 0.813388000909022, 'recall': 0.83, 'f1-score': 0.8121897973969424, 'support': 700.0}}","{0: {'No-SCR': 524, 'SCR': 90}, 1: {'No-SCR': 29, 'SCR': 57}}",281
Logistic Regression (L1),15,Unigrama,False,Parcial,0.8328571428571429,"{'Non SCR': {'precision': 0.8538961038961039, 'recall': 0.9511754068716094, 'f1-score': 0.8999144568006844, 'support': 553.0}, 'SCR': {'precision': 0.6785714285714286, 'recall': 0.3877551020408163, 'f1-score': 0.4935064935064935, 'support': 147.0}, 'accuracy': 0.8328571428571429, 'macro avg': {'precision': 0.7662337662337663, 'recall': 0.6694652544562129, 'f1-score': 0.696710475153589, 'support': 700.0}, 'weighted avg': {'precision': 0.8170779220779222, 'recall': 0.8328571428571429, 'f1-score': 0.8145687845089042, 'support': 700.0}}","{0: {'No-SCR': 526, 'SCR': 90}, 1: {'No-SCR': 27, 'SCR': 57}}",281
Logistic Regression (L2),15,Unigrama,False,Parcial,0.83,"{'Non SCR': {'precision': 0.8557377049180328, 'recall': 0.9439421338155516, 'f1-score': 0.8976784178847808, 'support': 553.0}, 'SCR': {'precision': 0.6555555555555556, 'recall': 0.4013605442176871, 'f1-score': 0.4978902953586498, 'support': 147.0}, 'accuracy': 0.83, 'macro avg': {'precision': 0.7556466302367941, 'recall': 0.6726513390166193, 'f1-score': 0.6977843566217152, 'support': 700.0}, 'weighted avg': {'precision': 0.8136994535519125, 'recall': 0.83, 'f1-score': 0.8137229121542934, 'support': 700.0}}","{0: {'No-SCR': 522, 'SCR': 88}, 1: {'No-SCR': 31, 'SCR': 59}}",281
Naive Bayes,15,Unigrama,False,Total,0.8285714285714286,"{'Non SCR': {'precision': 0.8590381426202321, 'recall': 0.9367088607594937, 'f1-score': 0.8961937716262975, 'support': 553.0}, 'SCR': {'precision': 0.6391752577319587, 'recall': 0.4217687074829932, 'f1-score': 0.5081967213114754, 'support': 147.0}, 'accuracy': 0.8285714285714286, 'macro avg': {'precision': 0.7491067001760954, 'recall': 0.6792387841212435, 'f1-score': 0.7021952464688865, 'support': 700.0}, 'weighted avg': {'precision': 0.8128669367936946, 'recall': 0.8285714285714286, 'f1-score': 0.8147143910601848, 'support': 700.0}}","{0: {'No-SCR': 518, 'SCR': 85}, 1: {'No-SCR': 35, 'SCR': 62}}",195
SVM,15,Unigrama,False,Total,0.8314285714285714,"{'Non SCR': {'precision': 0.8548123980424144, 'recall': 0.9475587703435805, 'f1-score': 0.8987993138936535, 'support': 553.0}, 'SCR': {'precision': 0.6666666666666666, 'recall': 0.3945578231292517, 'f1-score': 0.49572649572649574, 'support': 147.0}, 'accuracy': 0.8314285714285714, 'macro avg': {'precision': 0.7607395323545405, 'recall': 0.671058296736416, 'f1-score': 0.6972629048100747, 'support': 700.0}, 'weighted avg': {'precision': 0.8153017944535074, 'recall': 0.8314285714285714, 'f1-score': 0.8141540220785505, 'support': 700.0}}","{0: {'No-SCR': 524, 'SCR': 89}, 1: {'No-SCR': 29, 'SCR': 58}}",195
Logistic Regression (L1),15,Unigrama,False,Total,0.82,"{'Non SCR': {'precision': 0.8416, 'recall': 0.9511754068716094, 'f1-score': 0.8930390492359932, 'support': 553.0}, 'SCR': {'precision': 0.64, 'recall': 0.32653061224489793, 'f1-score': 0.43243243243243246, 'support': 147.0}, 'accuracy': 0.82, 'macro avg': {'precision': 0.7408, 'recall': 0.6388530095582536, 'f1-score': 0.6627357408342128, 'support': 700.0}, 'weighted avg': {'precision': 0.7992640000000001, 'recall': 0.82, 'f1-score': 0.7963116597072454, 'support': 700.0}}","{0: {'No-SCR': 526, 'SCR': 99}, 1: {'No-SCR': 27, 'SCR': 48}}",195
Logistic Regression (L2),15,Unigrama,False,Total,0.8228571428571428,"{'Non SCR': {'precision': 0.8432, 'recall': 0.9529837251356239, 'f1-score': 0.8947368421052632, 'support': 553.0}, 'SCR': {'precision': 0.6533333333333333, 'recall': 0.3333333333333333, 'f1-score': 0.44144144144144143, 'support': 147.0}, 'accuracy': 0.8228571428571428, 'macro avg': {'precision': 0.7482666666666666, 'recall': 0.6431585292344786, 'f1-score': 0.6680891417733523, 'support': 700.0}, 'weighted avg': {'precision': 0.8033279999999999, 'recall': 0.8228571428571428, 'f1-score': 0.7995448079658606, 'support': 700.0}}","{0: {'No-SCR': 527, 'SCR': 98}, 1: {'No-SCR': 26, 'SCR': 49}}",195
Naive Bayes,15,Unigrama + Bigrama,True,Nenhuma,0.8257142857142857,"{'Non SCR': {'precision': 0.8734835355285961, 'recall': 0.9113924050632911, 'f1-score': 0.8920353982300885, 'support': 553.0}, 'SCR': {'precision': 0.6016260162601627, 'recall': 0.5034013605442177, 'f1-score': 0.5481481481481482, 'support': 147.0}, 'accuracy': 0.8257142857142857, 'macro avg': {'precision': 0.7375547758943795, 'recall': 0.7073968828037545, 'f1-score': 0.7200917731891183, 'support': 700.0}, 'weighted avg': {'precision': 0.8163934564822252, 'recall': 0.8257142857142857, 'f1-score': 0.8198190757128812, 'support': 700.0}}","{0: {'No-SCR': 504, 'SCR': 73}, 1: {'No-SCR': 49, 'SCR': 74}}",368
SVM,15,Unigrama + Bigrama,True,Nenhuma,0.8242857142857143,"{'Non SCR': {'precision': 0.8501628664495114, 'recall': 0.9439421338155516, 'f1-score': 0.8946015424164524, 'support': 553.0}, 'SCR': {'precision': 0.6395348837209303, 'recall': 0.3741496598639456, 'f1-score': 0.4721030042918455, 'support': 147.0}, 'accuracy': 0.8242857142857143, 'macro avg': {'precision': 0.7448488750852209, 'recall': 0.6590458968397486, 'f1-score': 0.6833522733541489, 'support': 700.0}, 'weighted avg': {'precision': 0.8059309900765094, 'recall': 0.8242857142857143, 'f1-score': 0.8058768494102849, 'support': 700.0}}","{0: {'No-SCR': 522, 'SCR': 92}, 1: {'No-SCR': 31, 'SCR': 55}}",368
Logistic Regression (L1),15,Unigrama + Bigrama,True,Nenhuma,0.8228571428571428,"{'Non SCR': {'precision': 0.8522167487684729, 'recall': 0.9385171790235082, 'f1-score': 0.8932874354561101, 'support': 553.0}, 'SCR': {'precision': 0.6263736263736264, 'recall': 0.3877551020408163, 'f1-score': 0.4789915966386555, 'support': 147.0}, 'accuracy': 0.8228571428571428, 'macro avg': {'precision': 0.7392951875710496, 'recall': 0.6631361405321623, 'f1-score': 0.6861395160473828, 'support': 700.0}, 'weighted avg': {'precision': 0.804789693065555, 'recall': 0.8228571428571428, 'f1-score': 0.8062853093044446, 'support': 700.0}}","{0: {'No-SCR': 519, 'SCR': 90}, 1: {'No-SCR': 34, 'SCR': 57}}",368
Logistic Regression (L2),15,Unigrama + Bigrama,True,Nenhuma,0.8171428571428572,"{'Non SCR': {'precision': 0.8512396694214877, 'recall': 0.9312839059674503, 'f1-score': 0.8894645941278065, 'support': 553.0}, 'SCR': {'precision': 0.6, 'recall': 0.3877551020408163, 'f1-score': 0.47107438016528924, 'support': 147.0}, 'accuracy': 0.8171428571428572, 'macro avg': {'precision': 0.7256198347107439, 'recall': 0.6595195040041333, 'f1-score': 0.6802694871465479, 'support': 700.0}, 'weighted avg': {'precision': 0.7984793388429752, 'recall': 0.8171428571428572, 'f1-score': 0.8016026491956779, 'support': 700.0}}","{0: {'No-SCR': 515, 'SCR': 90}, 1: {'No-SCR': 38, 'SCR': 57}}",368
Naive Bayes,15,Unigrama + Bigrama,True,Parcial,0.8257142857142857,"{'Non SCR': {'precision': 0.8734835355285961, 'recall': 0.9113924050632911, 'f1-score': 0.8920353982300885, 'support': 553.0}, 'SCR': {'precision': 0.6016260162601627, 'recall': 0.5034013605442177, 'f1-score': 0.5481481481481482, 'support': 147.0}, 'accuracy': 0.8257142857142857, 'macro avg': {'precision': 0.7375547758943795, 'recall': 0.7073968828037545, 'f1-score': 0.7200917731891183, 'support': 700.0}, 'weighted avg': {'precision': 0.8163934564822252, 'recall': 0.8257142857142857, 'f1-score': 0.8198190757128812, 'support': 700.0}}","{0: {'No-SCR': 504, 'SCR': 73}, 1: {'No-SCR': 49, 'SCR': 74}}",368
SVM,15,Unigrama + Bigrama,True,Parcial,0.8242857142857143,"{'Non SCR': {'precision': 0.8501628664495114, 'recall': 0.9439421338155516, 'f1-score': 0.8946015424164524, 'support': 553.0}, 'SCR': {'precision': 0.6395348837209303, 'recall': 0.3741496598639456, 'f1-score': 0.4721030042918455, 'support': 147.0}, 'accuracy': 0.8242857142857143, 'macro avg': {'precision': 0.7448488750852209, 'recall': 0.6590458968397486, 'f1-score': 0.6833522733541489, 'support': 700.0}, 'weighted avg': {'precision': 0.8059309900765094, 'recall': 0.8242857142857143, 'f1-score': 0.8058768494102849, 'support': 700.0}}","{0: {'No-SCR': 522, 'SCR': 92}, 1: {'No-SCR': 31, 'SCR': 55}}",368
Logistic Regression (L1),15,Unigrama + Bigrama,True,Parcial,0.8228571428571428,"{'Non SCR': {'precision': 0.8522167487684729, 'recall': 0.9385171790235082, 'f1-score': 0.8932874354561101, 'support': 553.0}, 'SCR': {'precision': 0.6263736263736264, 'recall': 0.3877551020408163, 'f1-score': 0.4789915966386555, 'support': 147.0}, 'accuracy': 0.8228571428571428, 'macro avg': {'precision': 0.7392951875710496, 'recall': 0.6631361405321623, 'f1-score': 0.6861395160473828, 'support': 700.0}, 'weighted avg': {'precision': 0.804789693065555, 'recall': 0.8228571428571428, 'f1-score': 0.8062853093044446, 'support': 700.0}}","{0: {'No-SCR': 519, 'SCR': 90}, 1: {'No-SCR': 34, 'SCR': 57}}",368
Logistic Regression (L2),15,Unigrama + Bigrama,True,Parcial,0.8171428571428572,"{'Non SCR': {'precision': 0.8512396694214877, 'recall': 0.9312839059674503, 'f1-score': 0.8894645941278065, 'support': 553.0}, 'SCR': {'precision': 0.6, 'recall': 0.3877551020408163, 'f1-score': 0.47107438016528924, 'support': 147.0}, 'accuracy': 0.8171428571428572, 'macro avg': {'precision': 0.7256198347107439, 'recall': 0.6595195040041333, 'f1-score': 0.6802694871465479, 'support': 700.0}, 'weighted avg': {'precision': 0.7984793388429752, 'recall': 0.8171428571428572, 'f1-score': 0.8016026491956779, 'support': 700.0}}","{0: {'No-SCR': 515, 'SCR': 90}, 1: {'No-SCR': 38, 'SCR': 57}}",368
Naive Bayes,15,Unigrama + Bigrama,True,Total,0.8242857142857143,"{'Non SCR': {'precision': 0.8583333333333333, 'recall': 0.9312839059674503, 'f1-score': 0.8933217692974849, 'support': 553.0}, 'SCR': {'precision': 0.62, 'recall': 0.4217687074829932, 'f1-score': 0.5020242914979757, 'support': 147.0}, 'accuracy': 0.8242857142857143, 'macro avg': {'precision': 0.7391666666666666, 'recall': 0.6765263067252217, 'f1-score': 0.6976730303977303, 'support': 700.0}, 'weighted avg': {'precision': 0.8082833333333332, 'recall': 0.8242857142857143, 'f1-score': 0.811149298959588, 'support': 700.0}}","{0: {'No-SCR': 515, 'SCR': 85}, 1: {'No-SCR': 38, 'SCR': 62}}",200
SVM,15,Unigrama + Bigrama,True,Total,0.8257142857142857,"{'Non SCR': {'precision': 0.8481421647819063, 'recall': 0.9493670886075949, 'f1-score': 0.8959044368600683, 'support': 553.0}, 'SCR': {'precision': 0.654320987654321, 'recall': 0.36054421768707484, 'f1-score': 0.4649122807017544, 'support': 147.0}, 'accuracy': 0.8257142857142857, 'macro avg': {'precision': 0.7512315762181137, 'recall': 0.6549556531473348, 'f1-score': 0.6804083587809113, 'support': 700.0}, 'weighted avg': {'precision': 0.8074397175851135, 'recall': 0.8257142857142857, 'f1-score': 0.8053960840668224, 'support': 700.0}}","{0: {'No-SCR': 525, 'SCR': 94}, 1: {'No-SCR': 28, 'SCR': 53}}",200
Logistic Regression (L1),15,Unigrama + Bigrama,True,Total,0.8285714285714286,"{'Non SCR': {'precision': 0.8452950558213717, 'recall': 0.9584086799276673, 'f1-score': 0.8983050847457628, 'support': 553.0}, 'SCR': {'precision': 0.684931506849315, 'recall': 0.3401360544217687, 'f1-score': 0.45454545454545453, 'support': 147.0}, 'accuracy': 0.8285714285714286, 'macro avg': {'precision': 0.7651132813353434, 'recall': 0.649272367174718, 'f1-score': 0.6764252696456087, 'support': 700.0}, 'weighted avg': {'precision': 0.8116187105372399, 'recall': 0.8285714285714286, 'f1-score': 0.805115562403698, 'support': 700.0}}","{0: {'No-SCR': 530, 'SCR': 97}, 1: {'No-SCR': 23, 'SCR': 50}}",200
Logistic Regression (L2),15,Unigrama + Bigrama,True,Total,0.8214285714285714,"{'Non SCR': {'precision': 0.8451612903225807, 'recall': 0.9475587703435805, 'f1-score': 0.8934356351236147, 'support': 553.0}, 'SCR': {'precision': 0.6375, 'recall': 0.3469387755102041, 'f1-score': 0.44933920704845814, 'support': 147.0}, 'accuracy': 0.8214285714285714, 'macro avg': {'precision': 0.7413306451612903, 'recall': 0.6472487729268923, 'f1-score': 0.6713874210860364, 'support': 700.0}, 'weighted avg': {'precision': 0.8015524193548387, 'recall': 0.8214285714285714, 'f1-score': 0.8001753852278318, 'support': 700.0}}","{0: {'No-SCR': 524, 'SCR': 96}, 1: {'No-SCR': 29, 'SCR': 51}}",200
Naive Bayes,15,Unigrama + Bigrama,False,Nenhuma,0.8271428571428572,"{'Non SCR': {'precision': 0.8776223776223776, 'recall': 0.9077757685352622, 'f1-score': 0.8924444444444445, 'support': 553.0}, 'SCR': {'precision': 0.6015625, 'recall': 0.5238095238095238, 'f1-score': 0.56, 'support': 147.0}, 'accuracy': 0.8271428571428572, 'macro avg': {'precision': 0.7395924388111887, 'recall': 0.715792646172393, 'f1-score': 0.7262222222222223, 'support': 700.0}, 'weighted avg': {'precision': 0.8196498033216784, 'recall': 0.8271428571428572, 'f1-score': 0.8226311111111111, 'support': 700.0}}","{0: {'No-SCR': 502, 'SCR': 70}, 1: {'No-SCR': 51, 'SCR': 77}}",368
SVM,15,Unigrama + Bigrama,False,Nenhuma,0.8285714285714286,"{'Non SCR': {'precision': 0.8486312399355878, 'recall': 0.9529837251356239, 'f1-score': 0.8977853492333902, 'support': 553.0}, 'SCR': {'precision': 0.6708860759493671, 'recall': 0.36054421768707484, 'f1-score': 0.4690265486725664, 'support': 147.0}, 'accuracy': 0.8285714285714286, 'macro avg': {'precision': 0.7597586579424774, 'recall': 0.6567639714113493, 'f1-score': 0.6834059489529782, 'support': 700.0}, 'weighted avg': {'precision': 0.8113047554984815, 'recall': 0.8285714285714286, 'f1-score': 0.8077460011156172, 'support': 700.0}}","{0: {'No-SCR': 527, 'SCR': 94}, 1: {'No-SCR': 26, 'SCR': 53}}",368
Logistic Regression (L1),15,Unigrama + Bigrama,False,Nenhuma,0.8342857142857143,"{'Non SCR': {'precision': 0.8541329011345219, 'recall': 0.9529837251356239, 'f1-score': 0.9008547008547009, 'support': 553.0}, 'SCR': {'precision': 0.6867469879518072, 'recall': 0.3877551020408163, 'f1-score': 0.4956521739130435, 'support': 147.0}, 'accuracy': 0.8342857142857143, 'macro avg': {'precision': 0.7704399445431646, 'recall': 0.6703694135882201, 'f1-score': 0.6982534373838722, 'support': 700.0}, 'weighted avg': {'precision': 0.8189818593661518, 'recall': 0.8342857142857143, 'f1-score': 0.8157621701969529, 'support': 700.0}}","{0: {'No-SCR': 527, 'SCR': 90}, 1: {'No-SCR': 26, 'SCR': 57}}",368
