S.#,Sentence,Label
2805,Then only to have the same ad to pop up before the next video clip.,Non SCR
2806,Memory,Non SCR
2807,Slow and will not allow updates,Non SCR
2808,"An excellent app, with forecasts matching the Met Office. ",Non SCR
2809,Would like sunrise and sunset to be visible on all screens. ,SCR
2810,Excellent detailed hourly forecasts.,Non SCR
2811,This an ok app but I would like it if they had made it more easier to log into games like for instance Among Us.,Non SCR
2812,This is best app. ,Non SCR
2813,Especially for students. ,Non SCR
2814,In this pandemic I have my online class in meet. ,Non SCR
2815,I love this app. ,Non SCR
2816,"Now the time for bugs I can't unmute myself for a few minutes, but when I don't want to unmute it automatically opens the audio same with video pls fix this . ",SCR
2817,By the uway it's a very good app. ,Non SCR
2818,Thank you and keep it up.,Non SCR
2819,"Sick of adds, poor quality radar images, cluttered layout, often freezes or won't load. ",SCR
2820,After years of previous use I have uninstalled the app and won't use again even if they fix the issues as the BOM app is the best and the original source.,Non SCR
2821,Not accurate..it's showing no rain but it's raining outside,Non SCR
2822,I like this app but you can only play 5 games whith out downloading anything and if this app could let you play every game in Play store without downloading it. ,Non SCR
2823,It would be the most amazing at ever but if they could do that I will be happy.,Non SCR
2824,I've used it for years. ,Non SCR
2825,Terrific until recently. ,Non SCR
2826,"That will be great until it happens again, and I'll have to delete the app, and start over",Non SCR
2827,What's going on?,Non SCR
2828,It doesn't always alert me when I get a new message. ,SCR
2829,"Often times I get 3 (the 3rd usually being my friends assuming I am not around and leaving a ""later"" message) before I get a sound notification.",Non SCR
2830,Spyware. ,Non SCR
2831,It's astounding how intrusive this app is. 4/14/21 update. ,Non SCR
2832,"I tried to change my email address to be something non-google and not more than an hour after doing so, spam phone calls from ""insurance people"" who got my name from ""google"". ",SCR
2833,How does one escape from this? ,Non SCR
2834,It's rhetorical. ,Non SCR
2835,Google is pathetic.,Non SCR
2836,All the services are good only. ,Non SCR
2837,"I need to know how other person hear the voice of video during screen share screen share for example youtube If we share our 
screen and want to show other person videos on YouTube but other person can't hear the voice of youtube videos.",SCR
2838,I love the app although theres one issue. ,Non SCR
2839,"When i screen share, or someone else screen shares it seems to not work sometimes. ",SCR
2840,It makes it difficult for others to show things. ,Non SCR
2841,So if you could fix this that would be amazing,Non SCR
2842,So far so good. ,Non SCR
2843,Adds come in count down to clear after 5 seconds so not a problem. ,Non SCR
2844,Very easy to navigate and actual area coverage is precise.,Non SCR
2845,Works great.... 30% of the time? ,Non SCR
2846,"So many times messages are delayed because Skype says ""no connection"" even though I have Fiber Optic internet, 895 Mbps connection at the moment. Sms, and othe aps work flawlessly. ",Non SCR
2847,Unfortunately I get this message multiple times a day which tells me there's an issue with Skype servers. ,Non SCR
2848,"Please fix so I can stop closing the app, clearing the cache and reopening 10x a day!",Non SCR
2849, When my gf tries to call... I never get notified. ,SCR
2850,Very unreliable.,Non SCR
2851,Works ok. ,Non SCR
2852,"However, the app has had a long stand-off with the Family Link app causing a gaping hole in functionality. Please Google, lower the rating on this app",SCR
2853,Excellant performance.,Non SCR
2854,This realy good i like thid app,Non SCR
2855,Well,Non SCR
2856,"Voice problem, doesn't work smoothly. ",SCR
2857,Need to work on it.,Non SCR
2858,The weather channel has taken the very user friendly and informative app Intellicast radar and replaced it with nothing. ,Non SCR
2859,"This app is not worth $29.99, the app it replaced is. ",Non SCR
2860,"None of the settings stay set, have to redo them everytime I open the app. ",Non SCR
2861,No notifications come through. ,Non SCR
2862,This app updated twice since I signed up.,Non SCR
2863,Please fix it i m unable to connect with games.,Non SCR
2864,Even installed but not showing in display. ,Non SCR
2865,No way to open it help.,Non SCR
2866,Not showing good connectives for sending messages photos or for videos calls.,SCR
2867,Outstanding performance of this app. ,Non SCR
2868,I am satisfied.,Non SCR
2869,Poor,Non SCR
2870,Njh,Non SCR
2871,It is good for downloading games,Non SCR
2872,Most the free offline games are repetative and endless impossible endings and shame on u for the crashing of a game when you are using gigage is frustrative,Non SCR
2873,Very nice app. ,Non SCR
2874,But the old features are best. ,Non SCR
2875,So please get old features,Non SCR
2876,Best quality video Needs little improvement in audio,SCR
2877,This a good app but mine is just blinking white and black I didn't drop my phone or something can u fix it?,Non SCR
2878,Simple and easy to use software. ,Non SCR
2879,But windows 10 built-in software doesn't support microphone correctly neither headphone nor built-in microphone. ,SCR
2880,Changing some settings inside windows didn't make also any solution. ,Non SCR
2881,This issue has been happened not also for me but also for my friends using the same built-in skype software with up to date last version windows 10 . ,Non SCR
2882,But this issue is really OK by phones with android 9 version.,Non SCR
2883,"The app is great, but it really annoys me that they only ask me to rate it when I rate the call quality as great. ",Non SCR
2884,"That seems wrong, somehow. ",Non SCR
2885,"It's a strategy for winning, not for playing fair. ",Non SCR
2886,And I think the world would be a better place if fairness rather than winning was more often the goal. ,Non SCR
2887,"Or, even better, kindness.",Non SCR
2888,???õ???õ???õ???õ???õ,Non SCR
2889,"The web pages sometimes look a little busy, but the info is there and usually accurate. ",Non SCR
2890,Update 4/12/2019 For some reason the app has stopped working. ,Non SCR
2891,I see offers to buy upgraded version. ,Non SCR
2892,Maybe that's what they want me to do. ,Non SCR
2893,It was a great app until it wasn't. ,Non SCR
2894,Update 7/27/20 I have fallen in love with this app. ,Non SCR
2895,Its accurate. ,Non SCR
2896,I get what I want without any hassle. ,Non SCR
2897,Update 2/23/21 The app is now slow loading and changing pages. ,SCR
2898,I sometimes lose patience and log out without getting info.,Non SCR
2899,"This is a good app but i am facing some problems the app closes automatically during any meeting so, please fix this issue",SCR
2900,Great new experiences,Non SCR
2901,Constantly logs me out. ,SCR
2902,Now it won't let me log back in at all. ,SCR
2903,"It tells me that my internet isn't connected, which it is.",Non SCR
2904,I use the app to communicate with one person. ,Non SCR
2905,"I'm getting calls daily from girls wanting to talk, no doubt trying to get money. ",Non SCR
2906,This is totally inappropriate and I'm sure could be stopped if you guys wanted it to be stopped but I'm sure you're making money somehow too probably going to delete this app,Non SCR
2907,Good enough.,Non SCR
2908,Slow. ,Non SCR
2909,Buggy. ,Non SCR
2910,"The weather bit is pretty good, but has branched into a lot of things that are not the weather. ",Non SCR
2911,And it wants you know about those not-weather things. Constantly. ,Non SCR
2912,You have to spend a lot of time and energy to figure out how to filter the notifications down to just the weather things. ,SCR
2913,It's like the Yahoo of weather. ,Non SCR
2914,And that's not a compliment. ,Non SCR
2915,Being a portal has never worked. ,Non SCR
2916,Ever. ,Non SCR
2917,Not then. ,Non SCR
2918,Not now. ,Non SCR
2919,"Also, would've gone premium for fair price, but I'm not paying $30 a year.",Non SCR
2920,Used to be a good weather app but now it is so slow to load and when i want to check weather for another city it takes for ever to bring it up or will go to totaly different city on its own.,SCR
2921,I like the app very much but only 4 because during the meeting if we can do full screen video or the presentation it would be very helpful. Otherwise it's very good app for meetings.,SCR
2922,as,Non SCR
2923,So cool looking nice for achieving,Non SCR
2924,Usually quite good. ,Non SCR
2925,Excellent improvement on the last version. ,Non SCR
2926,Now I can use the keypad to dial in extensions which often didn't work before.,Non SCR
2927,Looks yes goodii?ˇ,Non SCR
2928,Very happy,Non SCR
2929,Love in it is great for school,Non SCR
2930,Simply good,Non SCR
2931,good application,Non SCR
2932,The app is very good . ,Non SCR
2933,I can do my online lessons without any difficulties and interruptions ..but I think you should lower data consumption a bit.,Non SCR
2934,I had a hard time getting share screen from an instructor but I do like the concept of the app every easy to use it,Non SCR
2935,I want the weather not politics. ,SCR
2936,It is sad that they use this platform as to force feed their political affiliation and political agenda through their 'weather reporting.' ,Non SCR
2937,"This is a biased hyper-partisan company, and I hope that more people see this and stop supporting them.",Non SCR
2938,Overall features of weather good. ,Non SCR
2939,But your ads are 45 seconds long. ,Non SCR
2940,Be a little convenient and stay with 30. ,Non SCR
2941,Don't push people out of your app for money. ,Non SCR
2942,Be a little more considerate.,Non SCR
2943,Ight,Non SCR
2944,Ads interfere with basic functions of app. ,Non SCR
2945,"Ok when on sidebars and sidelines, not ok when simply switching between forecasts. ",Non SCR
2946,Very annoying and not user friendly.,Non SCR
2947,Chutiyaa,Non SCR
2948,77777kuppéßp99999999999mmmm9999999999999999999999999999999999999999999999999999999999999999999999999999999999999mmmppp,Non SCR
2949,I've been playing the Harry Potter game and l'm having trouble purchasing items through my Telstra account. ,Non SCR
2950,it keeps telling me my telstra account and my telstra mobile phone number are unavailable. ,SCR
2951,"l've rang Telstra they tried different things up their end it didnt help, then they got me to go into my setting told me what to do that 
didn't work, rebooted my phone, switched it off/on, that didnt work, asked the game help line. ",Non SCR
2952,"They told me to ask Google, can you please help me Regards Aggy.",Non SCR
2953,Siraj king,Non SCR
2954,The app is very good. ,Non SCR
2955,I can do my online lessons without any difficulties and interruptions ...but I think you should lower data consumption a bit.,Non SCR
2956,"Nice app, but does not have shortcuts to clock or calendar. ",SCR
2957,"Also, too many ads n annoying popups.",Non SCR
2958,"The app and forecast is ok, but widgets are huge. ",Non SCR
2959,"There is no small ones, like 1x1, the smallest is 4x1. ",Non SCR
2960,That's deal breaker for me.,Non SCR
2961,It's really a good application but when I try to go to my profile then the profile stucks at buffering and take ages to load my profile can you tell me a solution for this.,SCR
2962,"App is super slow and laggy, it's the only app on my phone that lags like crazy so it's definitely not my phone. ",Non SCR
2963,"Update: this app is trash, keeps randomly going on speaker whether it's just normal call or Bluetooth headphones connected and 
changing my status to available so clients and co-workers keep trying to initiate meetings with me. ",SCR
2964,Fix the damn app,Non SCR
2965,Love the graphics. ,Non SCR
2966,"You can touch each day and get full detailed report, hour by hour. ",Non SCR
2967,"Especially with warm weather coming soon, it's nice to know humidity. Good program, Good Job !",Non SCR
2968,It saves My progress All the time which is a good thing so that the app that my parents put on my phone doesn't reset the progress I made,Non SCR
2969,I can depend on The Weather Channel's reports as i rely on them for work purposes & planing. ,Non SCR
2970,"I watch the radar but i also enjoy the report about alergies, walking reports, mowing & would like fishing & moon stages for gardening. ",Non SCR
2971,I like when it warns of the time the rain will start. ,Non SCR
2972,Thank you!,Non SCR
2973,Badddddddddit it disturbs me,Non SCR
2974,Its good we can chat with friends but the problom it dose nor have many save buttons for the meet codes,Non SCR
2975,Pop up ads are locking it up. ,SCR
2976,"Bye, bye Weather Channel app.",Non SCR
2977,"Constantly hanging, as in lagging out when i log in, try to use an emoji, etc. ",SCR
2978,Never used to but now it's a daily thing. ,Non SCR
2979,"All other apps still work the same on this device, have plenty of free space and solid connection",Non SCR
2980,"No complaints here, runs smooth, easy to navigate, does it's job..",Non SCR
2981,The white screen when you open the app is to bright change it to a black screen when people like me use dark mode,Non SCR
2982,"So, the app is pretty decent but if you have a Skype number such as i do, the text messaging is kind of expensive. ",Non SCR
2983,Over 11 cents per text. *Sigh*. Voice msg are another big issue for me. ,Non SCR
2984,The app won't play the voice message at most times. ,SCR
2985,The play arrow button just spins and spins trying to load the audio. Frustrating and annoying. ,SCR
2986,"But other than what negative comments I described above, the app is useful and call quality has been adequate. ",Non SCR
2987,Phone: Doogee S90 Pro Android 9.0 Shoe size: 10.5,Non SCR
2988,Alerts when the weather is bad in my area accurate weather,Non SCR
2989,Accurate data on weather and easily accessible and interpreted.,Non SCR
2990,It's not bad but it's a pain because it glitches. ,Non SCR
2991,Not bad because you can video and call but it's a pain please fix this. ,Non SCR
2992,It says miss call and updating the chat but it never shows past messages.,SCR
2993,nice,Non SCR
2994,Overall very happy with the service! ,Non SCR
2995,"However certain games my son wants to play can't be played without Google play, and since he has a Family Link account for 
parent control he's locked out of getting on Google play to link to his games and loses some features. ",SCR
2996,Hope this changes soon!,Non SCR
2997,Since when did the weather channel start reporting news on politics etc??? ,Non SCR
2998,"Stick to the weather...Don't need the app constantly pushing ""breaking"" news alerts to my phone. ",SCR
2999,Removing this app for those reasons,Non SCR
3000,It takes forever to do anything due spell-over-correction. ,Non SCR
3001,You have to type things 3x or more....,Non SCR
3002, I thought it was supposed to learn how some types....,Non SCR
3003, NOT!,Non SCR
3004,No warnings for storms,SCR
3005,I don't mind the app so much but I keep getting kicked out of my games because it requires some action. ,SCR
3006,I have to open this app in the play store and enable it constantly. ,Non SCR
3007,Update- per Google LLC i cleared the cache. ,Non SCR
3008,"No improvement, I still get redirected out of my game to the play store to enable Google Play Games randomly. ",Non SCR
3009,UPDATE - Uninstalled and reinstalled the app and it seems to work properly now.,Non SCR
3010,Ok game,Non SCR
3011,This application is hang so much in one plus 8t please update !,SCR
3012,Vikash school for ???Ò???Ò???????????????????????? and d7rgjf uyrgubgoh guys,Non SCR
3013,Dependable. ,Non SCR
3014,Useful. ,Non SCR
3015,Thanks.,Non SCR
3016,Mobile.,Non SCR
3017,???˝???˝???˝???˝???˝???Ò,Non SCR
3018,"Ever since I installed this app, I have been unable to play my cooking fever game where I got the recommendation to download this app. ",SCR
3019,"When I click to play a level or to buy gems or do anything on the game, it loads endlessly. ",SCR
3020,It's sad because now I have to delete the game after over a whole year of playing it everyday since there's no need to have a game I cannot play. ,Non SCR
3021,There goes my achievements and over 400 3-stars completed levels. ,Non SCR
3022,Just painful. ,Non SCR
3023,Only if there was a rating lower than 1-star..,Non SCR
3024,Just another advertising app that's overly cluttered so that you have to click in a day to get actual information but instead it's a full page add.,Non SCR
3025,"Ok, WOW! ",Non SCR
3026,Weather+Radar in my Widget!,Non SCR
3027,slow to load.radar is subpar compared to other weather apps.,Non SCR
3028,l guess they save the good stuff for the premium version.lots of info but if the radar stinks what do you really have?,Non SCR
3029,"And like on the tv channel the app tends to overblow routine weather events into a ""we'll all be dead by dark"" weather events. ",SCR
3030,Sometimes a thunderstorm is just a thunderstorm-,Non SCR
3031, Not a possible ground churning tornado just waiting to happen. ,Non SCR
3032,l was very disappointed with the app trying to get info on possible storms.,Non SCR
3033,Would have been 4stars but it aggravates me to no end trying to get me to upgrade to premium. ,Non SCR
3034,"Ads lock my screen up, have to clear buffer to make tablet unfreeze. ",SCR
3035,Phone is the same..,Non SCR
3036,On Android 11 is laggy and sometimes video isn't working when exiting and reentering the app with a video call active,SCR
3037,Unable to send messages fastly and unable to see new messages and active status,Non SCR
3038,Perfect,Non SCR
3039,Good,Non SCR
3040,The persistent notification for this app shows impossible to read white text on white background. ,Non SCR
3041,Absolutely ridiculous.,Non SCR
3042,Very good app,Non SCR
3043,No weather advisories or else I would give 5 stars. ,Non SCR
3044,Other than that it's a great app. ,Non SCR
3045,Bad weather entered area with no weather warning from weather app. ,Non SCR
3046,Deleting this stupid app..,Non SCR
3047,Just ok. ,Non SCR
3048,"It works, but slower to load that whatsapp or messenger, and and the video features aren't as user-friendly. ",Non SCR
3049,Shouldn't be this way this late in the game...,Non SCR
3050,Video ads on a weather app of all things? No thank you. ,Non SCR
3051,That's a 1 and done. ,Non SCR
3052,I just want to see the number that tells me what clothes to wear. ,SCR
3053,I DO NOT care about some low budget game beforehand.,Non SCR
3054,Nice,Non SCR
3055,It's not 5 stars yet. ,Non SCR
3056,I emailed the author twice. ,Non SCR
3057,"Once, because the predictions were wrong gray map and no precipitation predicted, and another time because there is no key on any of the maps so they make no sense. ",Non SCR
3058,"A lot of pretty colors, but what do they mean? ",Non SCR
3059,"The radar is wrong again, only showing precipitation around the Western border of the US and around Louisiana. ",Non SCR
3060,The rest of the map is gray. ,Non SCR
3061,"Haven't seen any changes, no replies, and I paid the dev to help him out, but no support.",Non SCR
3062,Does not give accurate resident,SCR
3063,This is a game that lets you play another games i think that you should download this game reason 1 it has a lot of cool stuff. ,Non SCR
3064,Reason 2 you can play every fun game in the world. ,Non SCR
3065,Reason it is like money a favorite TV show ???Å???Å???Å???Å.,Non SCR
3066,This game is nice I like this game,Non SCR
3067,This app is wonderfully helpful. ,Non SCR
3068,I tend to refer to this app most of the time before I leave home because of the unpredictable weather. ,Non SCR
3069,It also gives bit of information on near by things and so on which is helpful.,Non SCR
3070,Gooood,Non SCR
3071,Best weather app. ,Non SCR
3072,"It has been my accurate source of weather info and updates for at least 8 or 9 years now, if not more. ",Non SCR
3073,I bought a new phone recently and this was one of the first apps I installed. ,Non SCR
3074,Things wouldn't be right in my life without it :) Just sayin'.,Non SCR
3075,No longer work's since latest update installed. ,Non SCR
3076,Crashes every time I try to open it. ,Non SCR
3077,"Used to be fairly accurate, most of the time, but now unusable. ",Non SCR
3078,Very dissapointing! ,Non SCR
3079,"Have uninstalled & reinstalled, now working properly, but time consuming entering all my saved places & setting up again.",Non SCR
3080,Updates for clock are too slow. ,Non SCR
3081,Phone clock shows correct time while app takes hours to catch up. ,SCR
3082,Please add a setting where we can set an update timer or auto more often.,SCR
3083,"It is a good app but somtimes you can't share screen and hear the person on the othere side i do recomened this appp but 
oyu know its yooooooooooooooooooooooooooooooooooour problem but i really dont know ..",Non SCR
3084,Its really good for kids and adults and you know theres an app like skype for work places.,Non SCR
3085, And theres anothere app like skype called JUST TALK KIDS and theres an adult version.... ,Non SCR
3086,By the way never singn up for paying because they like neveer pick up my phone calls.,Non SCR
3087,Have a go to dawlond skype.,Non SCR
3088,After using the app for many years I've seen the quality going down while the number of adds is going up ... time to call it quit. ,Non SCR
3089,Why they constantly ask how I like the app when the feedback goes nowhere is strange and for me responding a waste of time.,Non SCR
3090,Taati app,Non SCR
3091,Tel doesn't ring from contact,SCR
3092,I feel like I was reading about my own issues and experiences while reading Christine Leibold's review. .,Non SCR
3093,I dont feel quite so bad now knowing Im not the only one with this issue. ,Non SCR
3094,I thought I was doing something wrong since it been so long since I added this app to a new phone,Non SCR
3095,"Great game, but Android keeps on disabling it. ",SCR
3096,"I don't know if this is a problem with the app, and sorry if this is my fault, but this is ridiculous.",Non SCR
3097,I love this app. ,Non SCR
3098,It's the best one I've used in in years. ,Non SCR
3099,I love how detailed it is with UV ratings and how the temp is displayed in top bar so I can view even without having to open pH with password. ,SCR
3100,Thank you so much.,Non SCR
3101,Good app. ,Non SCR
3102,I have been using this app for almost a year now. ,Non SCR
3103,I never faced any problem while i was on the call. ,Non SCR
3104,The video and audio are excellent If you are hating this app. ,Non SCR
3105,Its the problem of your internet Coz the app has no problem.,Non SCR
3106," I am giving it 4 stars coz i cannot change my profile pic, this is the only problem.",SCR
3107,"Waste application, not showing the details properly",Non SCR
3108,Stellar reliability for calls with audio and voice.,Non SCR
3109,I am facing some issue on audio message. ,Non SCR
3110,If someone send me a audio message it is not being open audio message just loading. ,SCR
3111,Hope Skype resolve the issue soon. ,Non SCR
3112,Thanks ???ç,Non SCR
3113,"Somewhat useful, but every time I see the app in my app gallery, I just think about wasted space.",Non SCR
3114, I don't think that's any dev's goal.,Non SCR
3115,Very slow to load and it doesn't matter whether I'm using my data on my phone or Internet that has excellent service,Non SCR
3116,It's a good app,Non SCR
3117,"The app has got much better since las time i used it, the comunication was very clear",Non SCR
3118,Hate the interface. ,Non SCR
3119,The ads will drive you nuts! ,Non SCR
3120,Unable to re-center the map on your current location if you're looking around at your surrounding location.,SCR
3121," First Intellicast gets taken down, now Storm Radar. Weatherbug seems to be the best most reliable app over the years. ",Non SCR
3122,Disappointed in seeing good apps disapear.,Non SCR
3123, Good thing i didn't purchase a subscription.,Non SCR
3124,Great for international calls. ,Non SCR
3125,Been a lifesaver for me.,Non SCR
3126,Suboptimal experience. ,Non SCR
3127,Calls don't always ring in. ,Non SCR
3128,Video quality is less than exceptional. ,Non SCR
3129,Their white noise EQ is far too aggressive. ,SCR
3130,Windowed mode is practically useless. ,Non SCR
3131,This app will break on you at every turn. ,Non SCR
3132,Good luck.,Non SCR
3133,Nice app but no extended forecast . ,SCR
3134,So much unnecessary ads,Non SCR
3135,Disgusting. ,Non SCR
3136,It just doesnt work at all,Non SCR
3137,Of course Ads are essential but on every story is a bit much,Non SCR
3138,I now can log to my work-space app Bitrix24 today. ,Non SCR
3139,"Having problems with make words app, it stopped calculating my score. ",SCR
3140,Very disappointing.,Non SCR
3141,Used to be able to skip video ads after 5 or so seconds. ,Non SCR
3142,Now I have to watch THE SAME 45 second video ad each time before I can watch 50 second - or shorter - featured videos?!?,Non SCR
3143, NO!,Non SCR
3144,Change the game line up. ,Non SCR
3145,"The solitaire is glitchy and pacman controls suck, example, clearly you see his path then instead of up, he goes straight into a ghost.",SCR
3146,É™?ã?èÉ™?ã?èÉ™?ã?èÉ?≠ã?è don't work,Non SCR
3147,Does not give correct temp anymore. ,SCR
3148,Very frustrating. ,Non SCR
3149,I have it set to follow me where I am and I have to click it off and back on to get the correct temp to show in my notification bar. ,Non SCR
3150,Bout to gind a different weather app if it continues,Non SCR
3151,Owesome and an amazing experience,Non SCR
3152,Widget doesn't update temp on my home page. ,Non SCR
3153,I have to open the app to get the widget to update. ,Non SCR
3154,It's sad because it's the closest widget I can find showing what it does without taking up too much of my home page.,Non SCR
3155,"Good, but I wish I didn't have to refresh the temperature at the top left of my Samsung",Non SCR
3156,"Its nothing special, really. ",Non SCR
3157,"Very similar to the old ""foam fighters"" app. ",Non SCR
3158,Sluggish controls and heavily monetised. ,Non SCR
3159,I uninstalled it after two hours because I found it boring.,Non SCR
3160,Worst app ever. ,Non SCR
3161,It took so much time to send a msg when you are having a good Internet connection. ,Non SCR
3162,Irritating,Non SCR
3163,Accurate and Detailed. ,Non SCR
3164,"EXTREMELY SLOW LOADING, even with a 50 mb Wi-Fi connection. ",SCR
3165,"This is what happens when the BLOATED IT company, IBM, buys a Weather Forecasting company. ",Non SCR
3166,"Before IBM's acquisition, the app had much faster load time and worked faster ince loaded.",Non SCR
3167,This app is very important app for all,Non SCR
3168,Slow response.. ,SCR
3169,Low quality of sound and video.,SCR
3170,"Well it's good for one, and I get to Skype many people and I really enjoy it.",Non SCR
3171,Though at some times it glitches a tiny but it's still an amazing app that I love using all the time.,Non SCR
3172,And it's free for once and doesn't require much details at all. ,Non SCR
3173,I recommend that everyone should try.,Non SCR
3174,"Many devices can download it so if you can't get the messenger apps like your friends do you can always get them to download 
Skype and you do it aswell and then you two can talk together without any troubles about apps!",Non SCR
3175,It really amazing but I cannot display it on my home screen,Non SCR
3176,I've had connection issues for months now and reported feedback but continue to have the issue every time. ,Non SCR
3177,I send a message it won't send until I close and reopen the app. ,SCR
3178,It just gives me a loading circle and says trying to reconnect. ,Non SCR
3179,This is on multiple networks and devices.,Non SCR
3180,Very laggy after update on my samsung phone with 6gb RAM.,Non SCR
3181,This app is pretty good. ,Non SCR
3182,The forecasts are relatively accurate and I like the radar. ,Non SCR
3183,"However, it will randomly switch from Current Location to some other location I've looked at which is irritating. ",Non SCR
3184,"Also, the app I used previously, which I think Weather Channel bought, had a great wind forecast and I miss that.",Non SCR
3185,The phone never rings when someone calls.,SCR
3186, I'm currently looking for another service. ,Non SCR
3187,I've missed very important interviews because of this. ,Non SCR
3188,"I keep the application open in the background, and nothing. ",Non SCR
3189,The ringer is on loud and I change the ringtone to Skype.,Non SCR
3190, Nothing changes.,Non SCR
3191,Used to be good. ,Non SCR
3192,All the ads just make it stall now. ,Non SCR
3193,Constantly have to restart.,Non SCR
3194,"Nice app, just wish you could change color and font size to make it easier to see.",Non SCR
3195,good,Non SCR
3196,doesnt turn horizontal on tablet.,Non SCR
3197, has some green temperature bars with useless scales.,SCR
3198,A comprehensive app but the settings never listen to me. ,Non SCR
3199,"The ongoing notification disappears and I have to go back in and select it every 3 days it seems, breaking news means I get 
breaking news about weather anywhere in the world regardless of whether it affected my area or not, and also actual news I'd rather get from an actual news source. ",SCR
3200,Apparently this is the most accurate weather app for my area but the frustration is weighing.,SCR
3201,Does what is say. ,Non SCR
3202,But... Refresh times are terrible. ,Non SCR
3203,"Incoming calls ring delayed, it usually takes 10-20 seconds (and 10-50 taps (to answer the call).",SCR
3204,This app is hanging whenever I tried to join a call very worse app for messaging very hanging.,SCR
3205,Epic!!,Non SCR
3206,Fr the,Non SCR
3207,Good,Non SCR
3208,"Great info, sometimes. Always room for improvement, that's why only 4 stars.",Non SCR
3209,ooo k,Non SCR
3210,as,Non SCR
3211,Terrible.,Non SCR
3212, Facebook and other ad popups everywhere.,Non SCR
3213,Works great,Non SCR
3214,Very chetha nice app,Non SCR
3215,Good but instant play is not available for my device plz add this so I can give you a 5 star ???è,SCR
3216,The time and temperature are almost always incorrect.,SCR
3217,"Great app, works well. ",Non SCR
3218,MAJOR PROBLEM though...hand it to Microsoft to completely ignore full common sense functionality. ,Non SCR
3219,"I can add people all day to chat groups, but there is no way to remove people. ",SCR
3220,They have to remove themselves. ,Non SCR
3221,Looking through the web for assistance there's supposedly a way to /kick people....but it isn't working for me. ,SCR
3222,Don't know if the arcane method of old school IRC chat codes is really what a multibillion dollar corporation thinks is an acceptable and easy way to manage,Non SCR
3223,This is for Google Play store. ,Non SCR
3224,Its difficult to update apps. ,Non SCR
3225,No more right swiping to get to My apps and games. ,Non SCR
3226,"Now I have to type ""updates"" in the search bat and click on a link.",Non SCR
3227,I use my tablet and my phone to play games. ,Non SCR
3228,"I thought this app is suppose to link, both playing environments together? ",Non SCR
3229,It doesn't! ,Non SCR
3230,I only have one game that updates in both playing environments. ,Non SCR
3231,Google play needs to fix this issue!,Non SCR
3232,Love it u can find any game installed you want to play really easy if that makes sence bc i am to interested in it eek!,Non SCR
3233,Poli sadhanam pullachandi nett kittinila thuttal app thayer pora nivirthi ellathathukonda eth kettanatn,Non SCR
3234,Skype is a hit and miss. ,SCR
3235,Sometimes it works amazing. ,Non SCR
3236,Sometimes it glitches. ,Non SCR
3237,"I would like to point out that I like the ability to send international txt messages with it, especially when Voice can't do it to that destination. ",SCR
3238,"Overall, a positive experience.",Non SCR
3239,I like it. ,Non SCR
3240,I can see I'd like it more by subscribing to the premium service. ,Non SCR
3241,$5.00 per month is too high compared to other services. ,Non SCR
3242,That's comparable to a VPN service.,Non SCR
3243,"After using this app for I can't even remember how long, I am now searching for a new weather app. ",Non SCR
3244,On going temp notification turns itself off several times a day so the weather displayed is never accurate and I'm tired of having to turn it back on multiple times a day.,SCR
3245,Can't even get back to the home screen due to the adds!,SCR
3246,Good,Non SCR
3247,alot of lag n buffer while trying to view the videos,Non SCR
3248,"Amazing video very nice this app calling and meeting Attempt simply, very easy",Non SCR
3249,This app has been increasingly frustrating. ,SCR
3250,The follow me feature keeps defaulting to a town in another state over 350 miles away. ,Non SCR
3251,Basically makes the widget useless. ,Non SCR
3252,Please fix this glitch.,Non SCR
3253,"Used to have TWC Max, which you had to pay for, but now they got rid of that and bombard you with offers for ""premium"" on this app. ",Non SCR
3254,It's chockful of invasive ads. ,Non SCR
3255,It's inaccurate as the day is long when it comes to precipitation. ,Non SCR
3256,And why do they consider i.e. early Monday morning for Sunday night? It's stupid. ,Non SCR
3257,They're more worried about money than accuracy. ,Non SCR
3258,Developer doesn't respond to emails.,Non SCR
3259,There are some good features like the free phone chat and video chat. ,Non SCR
3260,When I reinstalled the app I knew two people. ,Non SCR
3261,"Then random calls , from girls I did not know.asking for my email adde and Microsoft password.",Non SCR
3262,"The app is great, but it really annoys me that they only ask me to rate it when I rate the call quality as great. ",Non SCR
3263,"That seems wrong, somehow. ",Non SCR
3264,"It's a strategy for winning, not for playing fair. ",Non SCR
3265,And I think the world would be a better place if fairness rather than winning was more often the goal. ,Non SCR
3266,"Or, even better, kindness.",Non SCR
3267,V.bad game,Non SCR
3268,exactly...,Non SCR
3269,"Generally the most reliable weather I have found, but they no longer have as many locations as they used to.",SCR
3270," For example, I used to use this app for my fishing an hunting areas in the mountains, but now it just gives information for the nearest large metropolitan area, which is unhelpful. ",SCR
3271,"Even a popular, well-visited place like Snowbird Ski Resort can't be found. ",SCR
3272,Instead it shows the weather for Sandy Utah which is significantly warmer and not even close to the resort. ,Non SCR
3273,App organization is great,Non SCR
3274,For the last few months I have to go in and turn on the on going temperature notification every day. ,SCR
3275,Why?!? ,Non SCR
3276,Very frustrating.,Non SCR
3277,Good app,Non SCR
3278,please add game mode optimization feature . ,SCR
3279,Almost there . ,Non SCR
3280,You already added the screen recording,Non SCR
3281,"Used to be that I had 2 widgets, one for home and one for the location I was in. ",Non SCR
